node_id,longitude,latitude
696,126.6085207,45.7132498
697,126.7009636,45.7870903
698,126.7021642,45.7872428
699,126.7009994,45.7869611
700,126.7015174,45.7870228
701,126.7020831,45.7870902
702,126.6131279,45.6988447
703,126.6114260,45.6986862
704,126.6103215,45.6985834
705,126.6645480,45.7398516
706,126.6658784,45.7407239
707,126.5959466,45.8090840
708,126.5981434,45.8100153
709,126.5969844,45.8097776
710,126.5356681,45.7061101
711,126.5358285,45.7058771
712,126.6345333,45.7497869
713,126.6318540,45.7513610
714,126.6319624,45.7513029
715,126.6870208,45.6960053
716,126.6872022,45.6958396
717,126.6863304,45.7958659
718,126.6377773,45.7357926
719,126.6363753,45.7362669
720,126.7293260,45.7350903
721,126.7215177,45.7339668
722,126.6878145,45.7589448
723,126.6864055,45.7587538
724,126.6874451,45.7588947
725,126.6867869,45.7588055
726,126.6863445,45.7514734
727,126.6859762,45.7529876
728,126.6862374,45.7519048
729,126.6919293,45.7239463
730,126.6950211,45.7241763
731,126.6932595,45.7240605
732,126.5799491,45.7761139
733,126.5801952,45.7761797
734,126.5555566,45.6701306
735,126.5872646,45.7170895
736,126.5874094,45.7140615
737,126.5153510,45.6845278
738,126.5175850,45.6857254
739,126.6679383,45.7862586
740,126.6711933,45.7864373
741,126.6680598,45.7862696
742,126.5713080,45.7123038
743,126.5744570,45.7102546
744,126.5714822,45.7121931
745,126.5716116,45.7121103
746,126.5742571,45.7103906
747,126.6046155,45.8129866
748,126.6125871,45.8152850
749,126.6047013,45.8130140
750,126.6074824,45.8138254
751,126.6075420,45.8138452
752,126.6103057,45.8146458
753,126.6103792,45.8146637
754,126.5683619,45.7750995
755,126.5717573,45.7754402
756,126.5684428,45.7750544
757,126.5715098,45.7752035
758,126.6052199,45.7505152
759,126.6045090,45.7497625
760,126.6731517,45.7781303
761,126.6741865,45.7781665
762,126.6501918,45.7460016
763,126.6561326,45.7412873
764,126.6525026,45.7441301
765,126.6529385,45.7437857
766,126.6548953,45.7422888
767,126.6099834,45.7308203
768,126.6102925,45.7312721
769,126.6100807,45.7309732
770,126.5781846,45.7376561
771,126.5743808,45.7352108
772,126.5780684,45.7375787
773,126.5770679,45.7369123
774,126.5746724,45.7353861
775,126.6606675,45.7725484
776,126.6602845,45.7723547
777,126.5389731,45.8162434
778,126.5381504,45.8148015
779,126.5608082,45.7766569
780,126.5606292,45.7763243
781,126.5606750,45.7761892
782,126.5607182,45.7760616
783,126.5608318,45.7758990
784,126.5610365,45.7758053
785,126.5612408,45.7757118
786,126.5614412,45.7756200
787,126.5618454,45.7758832
788,126.5616816,45.7760054
789,126.5615215,45.7761248
790,126.5613584,45.7762464
791,126.5611970,45.7763669
792,126.5610816,45.7764529
793,126.5609707,45.7765356
794,126.5396267,45.8320220
795,126.5405778,45.8307511
796,126.5398340,45.8317449
797,126.5404022,45.8309858
798,126.5197155,45.7194894
799,126.5203292,45.7181050
800,126.6364170,45.7315427
801,126.6370372,45.7314347
802,126.5876287,45.7140328
803,126.5887303,45.7149170
804,126.5880134,45.7143203
805,126.5883597,45.7146242
806,126.6746335,45.7269917
807,126.6763734,45.7273776
808,126.6748674,45.7270436
809,126.6754691,45.7271770
810,126.6760341,45.7273023
811,126.5634341,45.6926718
812,126.5678120,45.6968950
813,126.5652381,45.6942258
814,126.5653077,45.6942800
